"D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","DIRECTORIO"
1,6,0,4,406,NA,NA,34950
9,1,0,3,304,1,1,34951
9,5,2,3,303,1,2,34952
9,6,0,5,511,NA,NA,34953
9,2,1,5,511,1,2,34954
9,6,0,5,510,NA,NA,34955
9,3,4,4,408,1,2,34956
9,2,3,3,305,1,2,34957
9,3,2,6,602,1,2,34958
9,3,3,7,705,1,2,34959
9,3,2,5,511,1,2,34960
9,2,4,4,407,1,2,34961
9,1,1,5,510,1,2,34962
9,1,3,5,511,1,2,34963
9,4,2,5,511,1,2,34964
9,6,0,5,511,1,1,34966
9,5,1,4,407,1,2,34967
9,6,0,4,407,1,1,34968
9,6,0,7,704,1,2,34969
9,1,3,3,305,1,1,34970
9,2,7,1,100,1,1,34972
1,6,0,3,305,NA,NA,34973
9,1,1,4,409,NA,NA,34974
9,6,0,5,510,NA,NA,34975
9,2,2,5,511,1,2,34976
9,6,1,7,705,1,2,34977
5,5,1,7,710,1,2,34978
9,5,1,8,801,1,2,34979
9,6,0,7,705,1,1,34980
9,3,1,8,801,1,1,34981
9,1,1,7,704,1,2,34982
9,5,4,1,100,1,2,34983
9,6,0,6,603,1,1,34984
9,1,4,5,511,1,2,34985
9,3,4,4,408,1,2,34986
9,2,1,5,511,1,1,34987
9,6,0,5,512,1,2,34988
5,5,2,5,511,1,1,34989
9,6,0,4,408,1,1,34990
9,6,0,7,702,1,2,34991
1,6,3,5,510,1,2,34992
5,1,2,6,603,1,2,34994
9,2,3,6,604,1,2,34995
9,3,2,7,705,1,2,34996
5,5,4,3,305,1,1,34997
9,6,0,7,701,1,2,34998
9,2,3,5,512,1,1,34999
9,5,3,5,510,1,2,35000
9,2,1,4,409,1,1,35001
9,6,0,7,704,1,2,35003
9,6,0,6,602,1,2,35004
9,6,0,6,602,1,1,35006
5,5,6,1,100,1,1,35007
9,5,1,4,409,1,2,35008
9,2,0,4,409,1,1,35009
9,2,1,4,409,1,2,35010
9,6,0,5,511,1,2,35011
1,3,1,8,802,1,2,35012
9,6,0,5,511,1,2,35013
5,6,0,1,100,1,1,35014
1,1,2,6,603,1,1,35015
9,6,2,7,705,1,1,35016
5,6,0,7,708,1,2,35017
9,2,5,5,510,1,1,35018
9,5,1,5,511,1,2,35019
9,1,0,5,511,1,1,35020
9,2,2,5,511,1,2,35021
9,6,0,5,511,1,2,35022
9,6,0,5,513,NA,NA,35023
5,5,6,7,705,1,2,35024
9,5,0,7,705,1,1,35025
1,6,0,4,409,NA,NA,35026
9,6,0,5,511,1,2,35027
9,3,1,7,704,1,2,35028
9,6,1,7,704,1,1,35029
9,3,1,7,707,1,1,35030
9,2,3,4,406,1,1,35031
1,2,14,4,408,1,1,35032
9,3,4,5,511,1,2,35033
9,3,2,5,511,1,2,35034
9,6,0,7,704,1,1,35035
9,5,1,5,511,1,2,35036
9,6,0,6,603,1,1,35037
9,5,1,6,601,1,2,35038
9,5,1,5,511,1,2,35039
5,5,4,5,511,1,1,35040
9,6,0,5,511,1,2,35041
9,5,1,8,802,1,2,35042
5,2,0,5,510,NA,NA,35044
9,5,2,3,304,1,2,35045
9,3,2,5,511,1,1,35046
9,5,7,5,511,1,2,35047
9,3,1,8,803,1,2,35048
5,6,0,7,703,1,1,35049
9,3,2,6,603,1,2,35051
9,6,0,5,510,NA,NA,35052
1,6,4,5,511,1,2,35054
9,6,0,4,400,NA,NA,35055
9,3,2,5,511,1,1,35056
9,2,2,7,705,1,1,35057
9,2,1,1,100,1,1,35058
9,2,1,6,602,1,2,35060
9,6,1,7,705,1,2,35062
9,6,0,8,801,1,2,35063
9,6,0,5,511,1,2,35064
9,2,2,3,302,1,1,35065
9,5,1,7,705,1,2,35067
5,6,0,4,407,NA,NA,35068
9,2,4,4,406,1,2,35069
5,5,2,6,602,1,1,35070
9,3,3,7,705,1,2,35071
9,6,0,4,408,1,1,35072
5,6,0,3,305,1,1,35074
9,5,3,4,407,1,1,35076
9,5,1,4,406,1,1,35077
9,3,1,7,705,1,1,35078
9,2,3,7,705,1,1,35079
9,2,0,7,705,1,2,35080
9,6,0,7,704,1,1,35083
9,2,2,3,303,1,2,35084
9,4,1,3,305,1,2,35085
9,5,1,7,703,1,2,35087
9,6,0,4,407,NA,NA,35088
9,3,2,7,705,1,1,35089
9,6,0,6,604,1,1,35090
5,5,2,5,511,1,2,35092
9,3,3,6,604,1,1,35093
4,6,0,7,702,1,1,35094
1,2,1,4,408,NA,NA,35095
9,6,0,5,512,1,2,35096
9,6,0,6,601,1,2,35097
9,6,0,7,705,1,2,35099
9,5,6,5,511,1,1,35101
9,2,2,5,510,1,1,35102
1,5,2,3,305,1,1,35103
1,5,1,5,511,1,1,35104
9,3,2,6,602,1,1,35105
1,2,2,6,602,1,1,35106
9,3,2,4,408,1,1,35107
9,6,0,5,510,NA,NA,35109
9,6,0,8,802,1,2,35111
1,6,0,6,604,1,1,35112
9,2,2,1,100,1,1,35114
9,6,0,7,703,1,2,35115
9,6,2,3,305,1,2,35116
9,3,2,6,601,1,2,35117
9,6,0,6,602,1,1,35118
9,3,2,5,511,1,1,35119
9,6,0,4,409,NA,NA,35120
9,5,1,6,602,1,1,35123
9,2,2,6,602,1,2,35124
9,5,2,7,705,1,2,35125
9,6,0,3,303,1,1,35126
9,2,2,7,705,1,2,35127
9,5,1,4,409,1,1,35128
9,3,2,6,601,1,1,35129
9,6,0,5,510,NA,NA,35130
9,3,2,4,409,1,1,35131
5,5,1,6,604,1,1,35132
9,6,1,5,511,1,2,35133
9,6,0,5,511,1,1,35134
9,3,2,5,510,1,2,35136
5,6,0,5,511,1,1,35138
9,5,2,6,601,1,2,35139
9,4,3,7,705,1,1,35140
9,1,1,4,408,1,1,35141
9,6,0,7,702,1,1,35142
9,3,3,5,511,1,2,35143
9,6,0,5,511,1,2,35145
1,4,8,1,100,1,2,35146
9,5,1,6,601,1,1,35147
9,3,2,3,305,1,1,35148
9,3,1,7,700,1,2,35150
1,6,1,5,512,1,2,35152
9,2,0,5,511,1,2,35153
9,6,0,6,601,1,2,35154
9,2,1,6,603,1,2,35155
9,6,0,6,602,1,2,35156
9,6,0,7,705,1,1,35157
5,3,3,8,801,1,1,35158
9,5,5,3,305,1,2,35159
9,6,0,5,511,1,1,35160
9,6,0,5,511,1,1,35162
9,2,4,4,409,1,2,35163
9,3,2,6,602,1,2,35164
9,6,0,7,708,1,2,35166
9,6,2,4,406,1,1,35167
1,6,1,4,407,1,2,35168
9,2,2,5,511,1,1,35169
9,6,0,6,602,1,1,35170
9,5,3,3,305,1,1,35171
1,5,2,5,511,1,2,35173
9,4,2,5,511,1,2,35175
5,2,0,5,511,1,2,35176
9,6,1,8,802,1,2,35177
5,2,3,8,801,1,1,35178
9,2,2,6,602,1,2,35179
9,5,3,2,201,1,1,35180
9,6,0,5,512,1,1,35182
5,2,6,3,303,1,2,35183
1,2,3,6,601,1,2,35186
9,6,0,4,408,1,1,35187
5,3,3,6,603,1,1,35188
9,3,4,8,801,1,1,35189
9,2,1,5,510,1,2,35190
5,3,3,7,705,1,1,35191
1,2,3,3,304,1,2,35193
9,5,0,5,513,1,2,35195
9,6,0,4,407,NA,NA,35197
9,2,3,4,408,1,1,35198
1,2,0,6,603,1,1,35199
9,2,1,6,602,1,2,35202
9,2,1,5,511,1,2,35203
5,5,2,3,305,1,2,35204
9,3,2,3,305,1,1,35205
1,5,2,3,305,1,1,35207
9,2,1,6,604,1,1,35208
9,4,0,5,511,1,2,35209
9,1,2,4,406,1,2,35210
9,2,3,6,601,1,2,35211
9,3,2,3,303,1,1,35213
9,2,3,6,603,1,1,35214
5,6,1,5,511,1,2,35215
9,6,0,5,511,1,2,35217
9,2,2,5,511,1,2,35218
9,3,4,5,511,1,1,35219
5,2,2,5,511,1,1,35220
1,6,0,4,400,NA,NA,35221
9,3,3,7,704,1,2,35222
9,6,0,6,606,1,2,35223
5,6,0,5,511,1,2,35224
9,2,3,2,200,1,2,35225
9,5,1,5,510,1,2,35226
9,6,0,4,407,1,2,35227
9,3,3,6,602,1,1,35228
9,2,3,5,511,1,1,35230
1,2,1,6,604,1,1,35231
9,6,0,5,511,1,2,35232
1,5,1,6,602,1,2,35233
9,6,0,6,601,1,2,35234
9,2,0,7,705,1,1,35235
9,6,0,5,513,1,1,35237
9,6,0,7,704,1,2,35238
9,6,0,7,705,1,1,35239
9,6,0,5,512,1,1,35240
9,6,1,3,305,1,1,35241
5,6,3,5,513,1,2,35242
9,6,0,4,408,NA,NA,35243
9,3,1,7,705,1,1,35244
9,5,0,7,705,1,2,35245
9,6,0,5,511,1,2,35246
9,6,3,7,705,1,2,35247
9,2,3,3,305,1,2,35248
9,3,3,7,705,1,1,35249
9,3,6,4,400,1,1,35250
9,6,0,4,409,1,1,35251
9,1,2,7,705,1,2,35252
5,5,1,5,511,1,1,35253
9,6,0,4,406,NA,NA,35254
9,6,0,5,510,NA,NA,35255
9,2,2,5,512,1,1,35256
9,6,0,7,705,1,1,35257
3,5,2,3,303,1,2,35258
9,4,1,6,602,1,2,35259
9,2,2,7,705,1,2,35260
5,2,3,5,511,1,2,35261
9,6,0,5,513,1,1,35262
9,5,2,7,705,1,1,35263
5,2,3,5,511,1,2,35264
9,6,0,4,407,NA,NA,35267
9,3,1,6,602,1,2,35268
9,2,1,5,513,1,2,35269
9,3,0,6,602,1,1,35271
9,2,0,7,702,1,2,35272
5,6,0,4,409,1,2,35273
9,3,4,5,511,1,1,35275
9,2,1,6,602,1,2,35276
9,3,3,3,305,1,2,35277
9,6,0,4,409,NA,NA,35278
5,6,0,6,602,1,2,35279
9,6,0,6,602,1,2,35280
9,3,1,5,513,1,2,35281
5,2,1,3,305,1,1,35282
9,3,1,7,702,1,1,35283
1,2,6,2,201,1,2,35285
9,6,0,4,409,1,1,35286
9,6,0,4,408,NA,NA,35287
9,5,2,5,511,1,2,35288
9,3,1,7,705,1,2,35289
1,2,1,6,600,1,1,35291
1,6,0,4,400,1,1,35292
5,3,1,7,705,1,1,35293
9,3,2,4,409,1,1,35295
1,2,1,4,409,1,1,35296
9,3,0,6,603,1,1,35297
9,3,2,7,710,1,2,35298
1,6,1,4,400,NA,NA,35299
9,6,0,5,511,1,1,35301
5,3,1,6,603,1,2,35302
5,3,6,4,406,1,2,35303
9,5,1,4,408,1,2,35304
9,2,0,6,601,1,1,35305
9,2,2,6,603,1,1,35306
5,5,1,6,602,1,2,35309
9,6,1,8,800,1,2,35310
1,6,0,6,601,1,1,35311
9,2,3,4,408,1,1,35313
9,2,0,4,407,1,2,35315
9,3,2,3,305,1,2,35317
9,6,0,6,603,1,1,35318
9,6,0,6,604,1,2,35319
9,2,2,7,705,1,2,35321
9,3,1,6,602,1,1,35323
5,6,4,6,612,1,1,35324
9,5,0,4,407,1,1,35325
1,6,0,4,406,NA,NA,35326
9,1,0,5,511,1,1,35327
1,2,1,6,602,1,2,35328
9,1,0,3,304,1,1,35329
9,5,4,5,510,1,2,35330
5,2,2,4,406,1,2,35331
9,4,4,3,305,1,2,35332
5,6,1,7,709,1,1,35333
3,6,1,7,710,1,2,35334
9,2,2,5,511,1,1,35335
5,6,2,8,803,1,1,35336
9,6,0,8,802,1,1,35337
5,6,0,4,408,1,1,35338
9,6,0,5,511,1,2,35339
9,5,1,7,710,1,2,35340
9,3,3,4,409,1,1,35341
5,3,3,6,602,1,2,35342
9,5,1,7,710,1,2,35343
9,2,1,5,511,1,1,35344
5,6,0,5,511,1,2,35345
1,6,0,4,408,1,2,35346
9,1,1,6,601,1,1,35347
9,6,0,7,705,1,1,35348
9,6,2,3,305,1,2,35349
5,6,0,4,407,NA,NA,35350
9,6,0,4,409,NA,NA,35352
9,1,1,4,409,1,1,35353
9,2,2,5,511,1,1,35354
9,6,0,4,409,1,1,35355
9,2,1,4,409,1,1,35356
9,5,1,7,705,1,2,35357
9,6,0,1,100,1,1,35358
5,6,0,5,510,NA,NA,35359
9,3,1,7,705,1,2,35360
9,6,0,5,511,1,2,35361
1,6,4,6,602,1,2,35362
9,2,4,5,510,1,2,35363
9,6,1,7,705,1,2,35364
9,5,2,5,511,1,2,35365
1,6,0,4,409,1,1,35366
9,6,0,5,510,1,1,35367
9,3,2,6,603,1,1,35368
1,2,5,5,511,1,2,35369
1,2,3,3,300,1,2,35370
1,2,4,3,305,1,1,35371
9,3,2,4,406,1,1,35373
9,6,3,3,305,1,2,35375
9,6,4,6,601,1,2,35376
5,2,0,7,705,1,1,35377
9,6,1,6,603,1,1,35378
9,6,0,5,511,1,2,35379
9,2,4,3,305,1,2,35380
5,6,2,7,705,1,2,35381
1,2,3,4,406,1,1,35382
1,6,2,6,602,1,2,35383
5,2,0,1,100,1,1,35384
9,2,1,5,511,1,1,35385
9,5,0,7,705,1,1,35386
1,2,2,4,407,1,1,35387
9,6,0,4,407,NA,NA,35388
5,2,2,5,513,1,2,35389
1,6,0,4,406,NA,NA,35391
1,6,4,4,407,1,2,35393
1,2,2,7,705,1,1,35394
1,2,1,7,705,1,2,35395
1,4,6,9,99,1,1,35396
1,6,0,6,601,1,2,35397
1,5,2,3,305,1,1,35398
9,2,2,4,407,1,1,35399
9,3,2,5,511,1,2,35400
1,6,0,5,512,1,1,35401
9,2,3,5,511,1,2,35402
1,4,3,3,305,1,2,35403
9,2,1,7,704,1,2,35404
1,2,2,6,601,1,2,35405
9,3,3,3,305,1,1,35406
9,6,0,7,700,1,1,35407
9,6,1,5,511,1,2,35408
9,6,0,7,702,1,1,35409
9,2,1,7,705,1,1,35410
9,2,2,5,511,1,2,35411
9,5,2,3,305,1,2,35412
9,6,0,6,601,1,2,35413
9,2,0,5,511,1,1,35414
9,3,1,5,511,1,2,35415
9,3,2,4,408,1,1,35416
9,3,3,5,511,1,1,35417
9,2,2,4,409,1,1,35418
9,2,2,6,604,1,2,35420
9,2,3,5,511,1,2,35421
9,6,0,6,600,1,1,35422
9,6,2,6,601,1,2,35423
9,3,3,5,511,1,1,35424
9,2,3,5,511,1,1,35425
9,5,0,5,511,1,1,35426
9,5,2,5,511,1,2,35427
5,2,1,5,511,1,1,35428
9,6,0,5,511,1,1,35429
9,6,0,6,603,1,1,35430
9,3,2,4,409,1,2,35431
9,6,0,5,511,1,1,35432
9,4,3,5,511,1,1,35433
9,6,5,7,700,1,1,35434
9,3,2,7,705,1,2,35435
9,4,2,5,511,1,1,35436
9,6,0,4,406,NA,NA,35437
9,6,0,5,510,NA,NA,35438
9,5,2,4,408,1,2,35439
9,6,1,4,407,1,2,35440
9,5,2,6,602,1,2,35441
9,2,1,5,511,1,1,35442
9,6,3,3,305,1,2,35443
9,6,0,7,704,1,2,35444
9,3,4,4,409,1,2,35445
9,2,3,5,511,1,2,35447
9,6,0,4,400,NA,NA,35448
9,3,1,8,801,2,2,35449
9,3,2,6,600,1,1,35450
1,3,2,8,800,1,2,35451
1,6,0,5,510,1,1,35452
1,2,2,5,513,1,2,35453
9,6,1,7,705,1,2,35454
9,2,3,3,300,1,1,35455
9,5,2,5,512,1,1,35456
1,6,0,7,705,1,1,35457
9,3,2,4,408,1,1,35458
9,6,0,6,602,1,1,35459
9,3,0,7,705,1,2,35460
9,6,0,4,400,NA,NA,35461
9,3,3,5,511,1,2,35462
9,3,3,5,511,1,1,35463
1,2,0,6,601,1,2,35464
9,2,0,5,513,1,1,35465
1,6,0,5,512,1,1,35466
1,4,5,6,601,1,2,35467
9,6,0,4,408,NA,NA,35468
9,6,0,5,512,1,1,35469
1,5,3,3,305,1,1,35470
1,6,1,6,601,1,2,35471
9,2,2,7,710,1,1,35472
9,2,1,9,99,1,2,35473
1,5,1,8,801,1,2,35474
1,6,0,5,511,1,2,35475
9,6,0,4,407,NA,NA,35476
9,6,0,4,407,NA,NA,35477
9,3,1,7,710,1,1,35478
5,6,1,4,406,1,1,35479
9,5,2,5,511,1,2,35480
9,2,2,3,305,1,2,35482
1,6,0,7,700,1,1,35483
1,3,3,5,513,1,1,35484
9,2,3,5,511,1,2,35485
5,2,1,8,801,1,1,35486
5,6,1,7,705,1,1,35487
9,6,0,4,408,NA,NA,35488
9,3,2,6,602,1,1,35489
1,2,4,4,409,1,1,35490
5,6,0,3,305,NA,NA,35491
9,2,2,5,511,1,1,35492
9,2,3,6,600,1,2,35493
1,3,2,4,406,1,2,35494
1,2,5,6,602,1,1,35495
9,4,1,3,305,1,2,35496
1,2,4,1,100,1,2,35497
1,2,6,3,305,1,2,35498
9,3,2,5,511,1,1,35500
9,2,3,5,511,1,1,35501
9,5,1,6,602,1,2,35502
9,3,1,8,801,1,2,35503
1,2,3,3,305,1,1,35504
5,6,0,6,606,1,2,35505
1,2,3,8,807,1,1,35506
9,5,1,5,511,1,2,35507
9,6,2,5,512,1,2,35508
5,2,2,6,601,1,1,35509
1,2,4,6,602,1,2,35510
5,2,3,5,511,1,1,35511
9,6,0,7,704,1,2,35512
1,2,3,5,511,1,2,35513
9,3,2,8,803,1,1,35514
9,6,2,7,700,1,2,35515
1,2,1,6,602,1,1,35516
9,6,0,4,406,NA,NA,35517
5,2,2,5,510,1,2,35518
9,3,2,6,603,1,2,35519
5,2,0,4,409,1,1,35520
1,2,9,5,512,1,2,35521
9,3,1,8,802,1,2,35522
5,2,1,7,702,1,1,35523
1,5,2,3,305,1,2,35524
1,6,0,4,406,NA,NA,35525
5,2,3,5,511,1,1,35526
3,6,1,6,605,1,2,35527
1,6,0,6,602,1,2,35528
5,5,3,7,705,1,1,35529
1,6,0,6,601,1,1,35530
5,6,1,6,602,1,2,35531
1,6,0,5,512,1,2,35532
5,6,2,5,511,1,2,35533
1,6,1,5,510,1,2,35534
9,2,4,8,802,1,1,35535
9,3,3,7,705,1,1,35537
9,5,3,4,409,1,2,35538
9,6,0,4,407,NA,NA,35542
9,3,3,7,710,1,1,35543
9,6,0,1,100,1,2,35544
5,6,0,5,511,1,1,35545
9,5,2,4,409,1,2,35547
3,6,1,5,511,1,1,35548
1,2,2,3,305,1,2,35549
5,1,2,5,511,1,2,35550
9,6,1,5,510,1,1,35551
9,3,2,5,513,1,2,35552
9,5,2,6,602,1,2,35554
5,6,0,5,510,1,2,35555
9,6,0,5,511,1,1,35556
5,6,0,4,407,NA,NA,35557
9,6,0,7,701,NA,NA,35559
9,2,0,8,803,1,1,35560
5,2,9,4,407,1,2,35561
5,6,0,5,511,1,1,35562
9,6,1,5,511,1,1,35564
5,6,0,4,408,1,2,35565
5,3,4,5,513,1,2,35566
9,6,2,5,511,1,1,35567
5,2,2,5,511,1,2,35568
5,3,3,4,409,1,2,35569
5,2,4,4,406,1,1,35570
5,6,0,7,705,1,2,35571
5,1,2,5,511,1,1,35572
9,3,3,7,705,1,2,35573
5,6,3,3,303,1,2,35574
5,6,0,4,408,NA,NA,35575
9,6,0,5,511,1,1,35576
9,5,1,6,601,1,2,35577
9,6,2,4,409,1,1,35578
9,6,1,3,305,1,1,35580
5,2,2,5,511,1,2,35581
9,6,4,3,302,1,2,35582
1,2,3,6,604,1,2,35583
5,6,0,4,407,NA,NA,35584
9,6,0,3,304,1,1,35585
9,2,2,5,511,1,2,35586
9,3,5,6,602,1,1,35587
5,6,0,4,409,NA,NA,35588
9,6,0,7,712,1,2,35589
5,3,2,7,705,1,1,35590
9,6,3,5,511,1,2,35591
5,6,0,4,407,NA,NA,35592
9,5,1,5,511,1,1,35593
9,5,2,7,710,1,1,35594
9,2,1,6,602,1,1,35596
9,5,1,6,602,1,1,35597
1,6,0,5,510,1,1,35598
5,6,1,1,100,1,2,35599
9,6,0,6,602,1,1,35600
1,2,2,4,409,1,2,35601
5,1,3,3,304,1,2,35602
9,5,0,7,710,1,2,35603
9,3,4,7,710,1,1,35604
5,2,1,5,511,1,2,35605
1,6,0,5,511,1,2,35606
9,6,0,6,604,1,1,35608
9,6,0,6,602,1,1,35609
9,6,0,5,510,1,1,35610
9,3,2,7,706,1,1,35611
9,2,0,6,604,1,2,35612
5,3,6,3,304,1,2,35613
5,6,0,4,408,NA,NA,35614
9,2,1,7,705,1,2,35615
9,3,2,8,802,1,1,35616
9,6,0,4,407,1,1,35617
9,2,2,7,710,1,1,35618
5,1,3,5,511,1,2,35619
5,5,2,7,705,1,2,35620
9,2,2,6,604,1,1,35621
5,6,4,5,511,1,2,35622
9,3,4,3,305,1,1,35623
9,3,2,6,602,1,2,35624
9,6,0,4,406,NA,NA,35625
9,2,2,4,408,1,2,35626
9,3,3,3,305,1,2,35627
3,3,3,7,708,1,1,35628
9,2,0,7,704,1,2,35629
9,2,3,5,511,1,2,35630
9,4,3,5,511,1,2,35631
5,5,1,6,606,1,2,35632
9,5,1,6,607,1,2,35633
9,5,1,5,511,1,2,35634
9,5,2,5,511,1,1,35635
9,4,3,5,511,1,2,35636
9,3,1,6,601,1,2,35637
9,2,3,5,511,1,2,35638
9,4,3,4,406,1,2,35639
9,4,2,5,511,1,1,35640
9,3,1,3,305,1,1,35641
9,5,3,6,602,1,2,35642
1,6,5,3,305,1,2,35643
9,3,0,5,511,1,1,35644
9,2,2,7,705,1,1,35645
1,3,2,8,802,1,1,35646
9,6,0,6,601,1,1,35647
9,6,1,4,407,1,2,35648
9,2,1,6,606,1,2,35649
9,2,4,3,305,1,1,35650
5,2,3,4,406,1,2,35651
9,6,0,4,407,1,2,35652
9,3,4,5,511,1,1,35653
1,3,1,5,511,1,2,35654
1,2,3,6,606,1,2,35655
9,2,1,6,602,1,2,35656
9,6,0,6,601,NA,NA,35657
9,3,2,7,705,1,1,35658
9,1,1,7,704,1,2,35659
9,5,3,4,409,1,2,35660
9,6,2,7,704,1,1,35661
9,5,1,7,705,1,1,35662
9,2,1,5,511,1,1,35663
9,2,0,5,511,1,2,35664
9,6,0,7,705,1,2,35665
9,6,0,4,406,NA,NA,35666
9,5,1,6,602,1,2,35667
9,6,0,7,708,1,2,35670
9,1,0,7,703,1,1,35671
9,6,0,8,802,1,1,35672
9,6,0,5,511,1,1,35673
9,3,2,6,603,1,1,35674
9,5,1,4,409,1,1,35675
5,6,0,5,511,1,2,35676
9,2,4,3,305,1,2,35677
1,5,4,6,602,1,2,35678
9,6,1,6,603,1,2,35679
9,6,1,4,406,1,1,35680
9,5,1,5,510,1,1,35681
9,1,0,7,705,1,2,35682
5,1,1,5,511,1,2,35683
9,6,0,5,511,1,2,35684
5,2,1,7,706,1,1,35685
1,3,2,5,511,1,1,35686
9,2,1,6,602,1,2,35687
5,2,2,6,602,1,2,35688
5,6,0,3,305,NA,NA,35689
5,6,0,7,703,1,2,35690
9,3,4,4,409,1,1,35691
5,1,0,5,511,1,1,35692
9,6,0,7,701,1,1,35693
5,6,0,4,407,NA,NA,35694
9,6,0,7,705,1,2,35695
9,3,1,7,705,1,1,35696
5,2,2,4,406,1,1,35697
9,2,2,3,305,1,2,35698
9,6,0,7,703,1,2,35699
9,3,2,6,603,1,2,35700
5,2,2,5,511,1,2,35701
9,6,0,7,703,1,2,35702
9,6,0,6,602,2,1,35703
9,6,1,6,605,1,1,35704
9,2,1,5,511,1,1,35705
5,1,4,7,705,1,2,35706
5,5,1,6,604,1,2,35707
9,3,2,7,705,1,2,35708
9,1,3,4,409,1,1,35709
9,3,0,7,705,1,1,35710
9,2,2,5,511,1,1,35711
1,6,0,4,407,NA,NA,35712
5,2,3,6,604,1,1,35713
9,3,2,6,603,1,2,35714
9,3,2,5,512,1,1,35715
5,6,0,5,510,1,1,35716
9,6,0,4,400,1,2,35717
9,2,2,6,602,1,1,35718
9,4,2,4,406,1,2,35719
9,2,0,4,409,1,2,35720
5,6,0,4,408,NA,NA,35721
9,3,1,7,710,1,1,35723
9,5,1,7,710,1,2,35724
9,3,1,5,511,1,2,35725
9,6,0,7,709,1,2,35727
9,6,0,8,802,1,2,35728
5,6,2,4,406,1,1,35729
9,4,1,6,602,1,2,35731
9,6,0,6,604,1,1,35732
9,6,1,6,603,1,2,35733
9,6,0,7,710,1,2,35734
9,1,2,4,409,1,2,35735
9,2,3,3,303,1,1,35736
9,2,0,5,510,1,2,35737
9,6,1,6,602,1,2,35738
9,6,0,6,601,1,1,35739
9,1,2,5,511,1,1,35740
9,6,0,7,705,1,1,35741
9,6,1,6,602,1,2,35742
9,6,2,6,601,1,2,35743
9,1,3,5,510,1,1,35744
5,2,1,5,510,1,2,35745
9,1,1,4,409,1,1,35746
9,3,2,7,703,1,2,35747
9,6,1,5,511,1,2,35748
5,3,5,3,303,1,1,35750
5,6,0,7,705,1,2,35751
5,2,6,3,302,1,1,35752
9,6,0,5,510,1,1,35753
5,2,2,5,511,1,1,35754
9,2,4,4,406,1,2,35755
5,6,2,4,409,1,2,35756
5,1,4,6,601,1,1,35757
5,5,3,3,303,1,2,35758
9,6,0,7,705,1,1,35759
9,3,2,7,710,1,2,35760
5,6,1,4,406,1,2,35761
9,3,3,7,705,1,2,35762
5,3,8,3,302,1,2,35763
9,6,0,5,511,1,1,35764
9,6,2,7,705,1,2,35765
5,2,2,7,710,1,2,35766
9,6,0,6,601,1,1,35767
5,6,0,5,511,NA,NA,35769
9,2,1,5,511,1,2,35771
9,5,1,7,704,1,1,35772
9,5,2,6,602,1,2,35773
9,6,2,5,511,1,2,35774
9,1,1,3,305,1,1,35775
9,6,0,5,511,NA,NA,35776
9,3,1,5,511,1,2,35777
9,3,3,5,511,1,2,35778
9,3,2,3,305,1,2,35779
9,6,0,5,510,NA,NA,35780
9,2,1,6,602,1,2,35781
9,1,0,6,602,1,1,35782
9,5,1,6,606,1,2,35783
9,6,0,6,601,1,2,35784
5,5,2,5,511,1,1,35785
9,2,2,7,700,1,2,35786
9,5,2,4,406,1,2,35787
9,6,0,5,511,NA,NA,35788
9,3,2,6,604,1,2,35789
9,5,3,6,610,1,1,35790
9,3,2,6,608,1,1,35791
9,6,0,6,602,1,1,35792
9,6,0,4,406,NA,NA,35793
9,2,2,6,606,1,1,35794
9,5,1,6,606,1,2,35796
5,2,4,5,511,1,2,35797
9,6,0,6,606,1,1,35798
9,5,2,5,511,1,1,35799
9,3,2,5,511,1,2,35800
9,6,1,7,705,1,1,35801
1,6,0,4,407,NA,NA,35802
9,3,2,5,511,1,1,35803
9,2,3,5,511,1,2,35804
9,6,0,7,704,1,1,35805
9,3,2,6,602,1,2,35806
9,5,0,5,513,1,1,35807
9,6,1,4,407,1,1,35808
9,5,1,7,703,1,2,35809
9,6,0,4,407,NA,NA,35810
9,2,1,4,409,1,1,35811
9,2,0,6,601,1,1,35812
9,6,0,4,409,NA,NA,35813
9,5,3,5,511,1,2,35814
9,2,2,5,511,1,2,35815
3,5,2,7,709,1,2,35816
9,2,2,6,602,1,1,35817
9,6,0,8,802,1,1,35818
9,6,3,5,511,1,1,35819
9,6,0,3,305,1,1,35820
9,5,2,5,511,1,2,35822
9,2,3,4,408,1,1,35823
9,5,2,4,407,1,2,35824
9,5,2,6,602,1,1,35825
5,2,1,5,512,1,1,35826
9,2,0,6,603,1,2,35827
9,5,3,3,304,1,2,35829
5,2,0,7,704,1,2,35830
1,2,4,4,407,1,1,35831
9,6,2,7,705,1,1,35832
1,2,5,3,303,1,2,35833
9,3,2,7,705,1,1,35834
3,6,0,7,705,1,2,35835
9,3,3,4,408,1,2,35836
9,2,2,7,704,1,2,35837
9,6,0,5,511,1,2,35838
5,3,0,5,511,1,2,35839
1,6,3,6,605,1,2,35840
9,5,0,5,511,1,1,35841
1,6,0,6,602,1,1,35842
9,6,3,6,602,1,2,35843
9,2,1,5,511,1,1,35844
9,2,0,5,511,1,1,35845
9,5,1,7,710,1,1,35846
9,1,3,4,407,1,1,35847
5,3,2,7,705,1,1,35848
1,6,0,6,602,1,1,35849
9,5,2,6,605,1,2,35850
5,1,2,7,705,1,2,35852
9,3,0,6,602,1,2,35853
5,1,0,5,511,1,1,35854
